0.650159,0.241857,0.175088,0.336071,0.236527,0.292149,0.167406,0.0118681
1.30032,0.119859,0.101615,0.296447,0.2792,0.337052,0.216734,0.0676418
5.43347,0.0221262,0.220145,0.24607,0.317844,0.254369,0.171874,0.185304
10.0775,0.18252,0.132245,0.193808,0.348541,0.27581,0.220725,0.227802
11.192,0.266465,0.195064,0.195114,0.289071,0.245683,0.145882,0.224377
14.675,0.257557,0.0370427,0.269892,0.285538,0.345295,0.213271,0.179182
19.319,0.212012,0.147742,0.2921,0.257117,0.317597,0.224919,0.00616744
19.9227,0.0913964,0.0771748,0.213277,0.257645,0.304254,0.202099,0.0752922
24.0094,0.0335996,0.159529,0.199793,0.270078,0.250153,0.160325,0.0945017
24.6132,0.0270889,0.206785,0.0942944,0.318852,0.259595,0.202289,0.231026
26.9351,0.04797,0.159774,0.103997,0.326777,0.287031,0.242189,0.282252
28.6999,0.184893,0.133596,0.191928,0.344066,0.273837,0.22344,0.223121
29.3036,0.317206,0.183913,0.296026,0.349705,0.353023,0.26984,0.199154
33.2974,0.265172,0.0383619,0.283753,0.290782,0.356484,0.218802,0.177785
38.8702,0.18565,0.0989015,0.0821691,0.326394,0.313876,0.300614,0.319267
